idx_NUTS3,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
EL522,48,45,49,45,45,50,45,50,49,47,46,45,45,49,50,49,48,45,48,47,48,50,49,48,48,45,45,50,45,47,50,50,49,50,45,48
EL523,50,45,46,49,48,50,45,46,48,48,50,47,45,46,47,46,47,45,47,48,45,50,49,50,48,49,49,48,50,48,47,46,50,46,45,46
EL524,47,47,49,46,49,47,50,45,46,46,46,46,47,49,50,46,46,45,49,48,45,49,45,50,47,45,46,46,50,45,46,49,49,48,48,47
EL525,47,47,50,46,45,45,48,48,47,45,47,48,49,47,48,47,46,47,49,50,48,47,46,49,45,49,46,45,48,47,47,46,49,49,45,45
EL526,50,47,50,50,48,50,49,50,48,47,49,46,47,46,45,47,46,48,45,48,48,50,50,47,48,46,48,48,46,48,48,49,49,47,46,48
EL527,48,48,48,47,49,45,47,45,49,46,47,50,46,48,50,45,48,50,50,46,46,50,47,46,45,47,47,48,48,50,46,50,47,50,50,46
EL531,50,46,46,45,46,46,47,49,47,45,45,50,48,50,49,47,48,46,46,49,47,49,47,49,45,49,46,50,45,46,50,46,50,48,46,46
EL532,48,49,49,47,50,47,48,49,48,45,48,47,50,50,47,46,49,50,48,49,50,50,48,48,49,49,46,46,46,45,50,46,47,48,46,46
EL533,49,48,50,49,49,50,48,50,45,45,50,45,49,48,47,46,46,50,45,50,46,48,49,50,50,50,47,45,45,50,48,48,47,49,49,48
EL541,48,48,46,50,50,50,46,50,48,46,48,48,45,50,48,50,50,49,49,48,49,49,47,50,45,48,48,46,49,50,45,47,49,48,47,49
EL542,46,50,50,46,50,48,45,46,47,49,45,49,46,49,47,47,46,50,49,50,48,48,50,48,47,48,46,46,50,50,47,46,47,50,49,46
EL543,50,45,49,46,48,46,46,47,47,46,50,46,48,45,49,49,46,50,45,45,49,50,47,49,47,49,50,47,50,46,50,46,47,50,49,45
EL611,47,48,50,46,46,46,45,46,50,48,49,49,45,46,50,48,50,47,48,47,48,50,45,47,47,47,46,47,46,48,50,46,46,48,48,46
EL612,47,47,47,47,45,47,45,49,45,49,46,47,45,45,49,47,48,48,45,50,49,49,47,47,50,47,47,50,48,50,48,48,47,49,50,50
EL613,50,48,45,50,48,47,47,50,46,48,48,48,50,49,46,49,49,50,50,48,46,47,49,50,46,48,49,45,48,48,45,46,50,45,45,46
EL621,45,50,46,50,49,46,46,46,50,46,46,49,49,45,45,46,45,50,49,48,47,46,48,46,45,49,48,49,49,50,49,49,50,46,49,49
EL622,49,47,49,49,46,47,48,50,50,49,45,47,45,48,47,49,45,48,47,49,45,46,49,47,47,45,50,49,48,50,48,50,47,49,48,46
EL623,46,45,46,46,49,48,49,48,48,48,46,50,48,48,46,47,48,48,46,47,47,48,46,50,48,48,46,49,46,48,49,45,48,48,47,45
EL624,45,46,48,46,46,48,46,49,49,47,45,49,47,46,47,50,48,46,50,45,47,45,47,46,45,47,47,45,48,48,47,46,49,48,48,49
EL631,47,49,46,49,50,48,49,47,48,50,45,47,50,46,47,45,46,47,47,48,45,45,49,45,50,47,49,50,49,50,48,46,50,49,45,48
EL632,45,50,50,46,50,48,46,46,49,47,46,49,47,49,50,45,45,48,45,49,50,48,46,46,49,47,48,49,45,50,45,45,50,46,50,49
EL633,50,49,46,46,46,50,49,45,49,46,49,50,45,46,49,48,50,46,49,48,45,49,48,45,49,47,46,49,50,50,46,45,49,45,49,45
EL641,45,47,48,48,47,46,45,45,48,48,46,49,48,47,45,48,49,45,46,50,45,47,50,49,47,48,50,46,47,46,46,47,48,49,49,48
EL642,48,49,46,48,46,45,47,48,50,46,48,50,50,48,47,45,46,48,46,50,47,46,48,48,50,46,49,46,50,50,47,48,49,48,47,49
EL643,49,50,48,46,45,47,49,47,49,50,47,49,48,48,49,47,46,48,49,48,45,45,48,45,46,49,47,49,46,48,45,50,48,49,50,46
EL644,49,45,45,50,48,50,46,47,49,50,47,49,47,50,46,45,50,48,48,47,46,47,45,45,49,48,47,48,47,45,47,50,49,50,45,47
EL645,49,47,46,46,48,49,46,48,48,45,46,45,50,49,47,47,46,49,46,48,46,46,46,49,50,46,50,47,47,46,46,47,46,50,46,47
EL651,47,45,45,46,50,49,49,46,50,46,47,45,46,48,48,46,50,47,46,47,47,46,50,45,49,48,50,50,48,46,49,49,50,47,47,46
EL652,47,50,48,50,47,49,48,46,47,46,48,46,46,49,45,48,50,45,49,49,47,45,47,49,47,49,48,50,47,45,50,47,49,45,46,50
EL653,45,49,48,47,45,48,47,48,48,50,46,49,47,48,48,50,45,49,50,48,47,50,47,48,45,46,47,46,48,46,46,48,49,45,49,45
ELZZZ,49,50,49,46,50,47,47,50,47,46,46,50,46,48,46,46,45,49,45,49,49,45,45,48,47,49,48,50,45,47,47,50,46,50,49,45
ES111,48,49,47,49,46,50,49,49,47,50,47,48,49,46,45,49,46,45,48,48,47,47,46,50,46,47,46,48,47,47,47,46,46,45,49,50
ES112,45,48,49,48,45,45,48,45,45,50,50,49,47,47,49,45,50,50,46,48,49,47,48,46,47,47,47,45,50,49,48,48,50,47,48,50
ES113,47,45,49,47,45,47,45,45,47,48,50,50,50,46,50,50,46,49,47,47,47,45,47,49,47,46,47,47,46,48,48,48,49,46,49,50
ES114,49,49,47,48,50,45,49,50,46,48,48,50,49,48,45,48,50,45,48,47,47,48,46,49,46,47,46,48,48,48,45,46,50,49,46,45
ES120,48,49,45,49,48,49,49,45,49,47,48,46,49,46,47,46,47,50,50,45,45,49,46,48,48,50,45,49,50,47,48,47,48,48,49,48
ES130,49,50,45,47,50,45,48,46,50,50,45,45,45,47,50,46,49,45,48,47,47,50,50,47,45,47,45,47,46,46,48,47,47,49,50,50
ES211,46,49,48,50,50,45,48,47,47,48,48,45,49,48,45,47,50,48,46,45,47,47,45,47,46,50,47,46,47,47,49,48,47,45,46,49
ES212,49,46,50,46,46,45,45,50,45,46,45,48,45,50,45,46,50,47,46,46,46,45,48,50,50,49,48,47,45,47,50,50,47,50,49,48
ES213,45,45,45,45,45,46,48,45,49,48,47,45,46,48,50,48,50,49,45,46,48,46,47,50,49,50,45,46,49,45,50,46,49,48,49,48
ES220,46,47,45,49,45,47,45,46,47,48,46,45,48,47,45,45,47,47,47,46,47,49,49,50,50,46,48,50,45,49,49,47,47,46,45,49
ES230,46,48,46,50,49,45,49,47,48,49,49,49,49,50,46,48,49,50,48,48,46,49,45,45,47,47,46,49,45,46,48,50,46,50,45,47
ES241,50,47,49,48,49,50,50,46,49,50,47,50,45,50,49,48,47,47,50,45,49,46,49,47,48,45,50,49,48,48,47,49,48,46,48,47
ES242,46,45,48,46,46,50,46,50,48,48,50,47,45,47,49,45,48,49,46,49,47,45,47,50,48,47,49,45,49,45,47,48,50,45,50,45
ES243,49,45,49,49,45,47,46,47,49,49,47,50,48,45,49,45,48,49,50,46,49,45,50,47,46,45,46,50,50,47,46,50,49,48,48,48
ES300,45,45,45,48,46,46,50,49,49,49,48,45,46,45,47,46,46,48,47,47,47,48,48,49,45,47,47,46,46,45,50,46,46,48,48,50
ES411,48,50,46,47,47,47,47,45,45,48,45,46,48,46,46,50,48,46,45,50,48,47,50,45,50,46,48,47,50,50,48,48,45,49,50,48
ES412,49,49,47,45,47,47,45,46,46,47,49,46,48,46,48,47,49,46,50,45,49,47,50,48,47,45,48,48,50,49,50,47,48,47,45,47
ES413,47,45,48,47,49,50,47,48,46,50,48,48,48,46,47,47,50,49,49,45,45,50,50,45,48,46,48,47,50,48,49,47,46,49,50,46
ES414,46,50,49,48,47,50,49,48,48,47,49,47,46,50,46,49,45,47,47,50,45,45,47,45,48,49,48,46,48,50,46,49,47,49,48,50
ES415,50,46,46,48,49,50,48,49,50,46,46,49,45,49,47,49,47,47,48,50,49,49,46,47,48,50,46,47,47,47,47,49,47,49,46,46
ES416,47,48,49,46,46,45,48,46,46,50,48,46,48,49,50,46,45,49,45,45,49,45,50,48,48,49,50,46,50,46,46,48,49,45,47,46
ES417,49,48,50,49,47,50,49,50,49,46,50,47,49,46,48,49,48,48,50,46,46,45,45,45,45,48,46,49,47,45,47,50,46,45,46,47
ES418,48,45,48,46,48,49,47,47,50,48,47,50,46,47,49,49,48,45,45,48,46,50,47,45,50,49,45,45,45,49,49,45,50,50,49,45
ES419,47,45,49,49,46,48,46,46,45,46,50,50,48,50,49,46,50,45,48,49,49,47,49,48,46,46,48,47,45,48,47,46,46,50,45,46
ES421,47,45,47,45,50,45,49,45,46,46,45,47,48,47,50,45,50,50,45,45,50,49,50,45,48,47,47,47,48,48,46,50,50,48,47,48
ES422,47,49,49,50,47,45,46,48,45,45,48,48,47,49,49,46,47,50,48,45,50,50,47,45,45,45,46,49,47,49,49,50,49,48,50,50
ES423,50,48,47,47,46,47,46,47,46,46,45,50,50,45,50,46,48,47,48,48,49,49,45,49,48,49,49,48,49,49,46,48,45,47,49,47
ES424,45,45,49,47,46,49,48,45,46,50,50,47,47,48,48,47,47,45,48,49,46,50,48,46,46,50,45,49,49,50,49,50,49,47,46,45
ES425,49,47,48,50,47,48,46,50,45,49,50,45,49,48,45,47,47,45,46,45,45,49,45,47,48,46,47,46,45,47,45,45,49,47,49,50
ES431,47,47,46,46,48,49,47,46,49,49,50,50,45,46,49,47,47,50,49,46,48,46,49,45,49,45,50,46,45,49,49,46,47,46,47,50
ES432,48,46,46,46,50,45,45,48,50,47,47,47,50,45,47,49,45,46,49,45,50,47,48,46,46,48,46,50,49,46,45,49,47,48,49,50
ES511,50,50,49,47,49,49,45,49,47,47,49,45,46,49,50,46,46,47,50,47,46,45,47,48,48,45,45,48,47,47,45,47,45,50,49,45
ES512,45,45,50,49,46,47,48,47,47,50,48,49,46,48,47,49,47,50,47,46,50,49,50,47,48,45,47,49,48,47,45,47,49,46,48,50
ES513,46,46,48,46,47,46,48,49,47,50,49,48,50,45,46,49,49,48,47,47,49,48,49,46,50,46,46,46,47,46,48,48,45,46,48,49
ES514,49,48,50,49,50,46,50,47,45,49,45,46,48,47,48,46,45,47,45,50,47,45,45,46,49,50,48,49,49,45,49,49,45,48,46,48
ES521,47,46,49,50,50,45,48,47,46,49,46,47,48,48,49,50,47,47,47,47,48,49,50,48,50,49,45,50,49,46,50,49,49,50,50,50
ES522,49,45,47,48,49,45,49,50,47,45,45,50,45,46,49,50,50,45,50,48,50,47,45,50,50,46,49,47,47,45,48,46,47,50,48,50
ES523,47,48,47,49,46,48,47,45,50,47,50,45,45,47,47,47,45,49,47,46,47,46,50,47,48,49,45,45,49,50,47,49,47,49,45,47
ES531,46,48,47,50,50,46,45,46,50,50,45,49,50,46,49,50,49,50,45,49,50,45,45,49,45,47,45,49,50,46,46,50,50,47,50,50
ES532,48,48,48,45,46,47,45,45,48,46,49,46,48,46,48,45,49,46,45,48,48,46,48,48,45,47,46,50,45,46,47,45,50,48,45,48
ES533,46,46,47,49,48,49,48,47,47,47,47,49,49,45,46,46,46,48,50,48,50,50,47,49,46,49,47,45,46,49,46,49,49,46,48,45
ES611,47,48,50,49,46,47,50,50,50,49,48,50,48,46,46,50,45,48,48,50,47,49,45,48,47,45,48,48,50,46,49,45,49,48,45,47
ES612,45,47,45,48,48,50,47,45,49,48,47,47,47,48,47,50,47,49,49,46,48,45,45,47,47,48,45,49,45,46,47,46,46,47,45,46
ES613,48,47,45,49,45,47,49,47,49,48,45,49,47,47,46,49,45,46,48,46,47,46,46,45,50,45,47,48,48,45,45,49,50,50,45,47
ES614,48,47,45,48,47,49,45,46,45,50,47,48,46,50,49,45,45,50,49,48,48,46,49,50,46,47,47,48,49,49,49,49,48,50,48,48
ES615,45,48,46,45,49,46,47,49,50,48,47,45,46,45,47,47,45,47,45,48,45,49,48,45,49,49,49,49,46,50,49,48,49,48,47,48
ES616,50,45,46,46,45,49,46,48,50,48,45,48,50,45,45,50,46,47,46,49,50,45,45,49,49,47,47,49,49,50,49,45,47,45,46,48
ES617,50,46,48,50,50,46,46,45,50,49,46,49,47,50,50,48,46,49,46,45,46,47,48,47,45,45,49,45,45,50,50,50,47,45,45,46
ES618,46,46,45,48,48,45,49,46,49,45,45,45,45,47,45,49,45,48,45,46,50,50,50,47,48,50,49,45,47,50,46,45,46,47,45,49
ES620,45,50,48,47,47,47,49,49,46,50,47,48,46,49,49,45,47,47,48,50,45,46,45,47,47,45,46,48,49,45,47,48,49,50,49,45
ES630,48,48,46,47,45,48,45,50,48,47,46,47,50,50,48,49,50,50,45,48,50,49,50,49,46,48,48,50,49,49,48,50,46,48,50,45
ES640,48,49,49,49,46,47,49,47,48,47,47,47,47,48,49,50,50,46,50,45,47,46,49,46,49,49,47,50,47,46,48,45,50,50,45,46
ES703,45,50,50,47,45,49,47,50,50,48,46,49,48,48,45,50,50,48,50,50,50,45,48,45,46,47,46,45,49,50,50,47,45,46,47,47
ES704,50,47,45,45,50,50,48,50,47,45,48,47,49,47,49,50,49,48,50,50,46,45,45,46,45,45,45,46,50,47,48,46,46,48,46,48
ES705,46,46,48,45,50,46,48,47,50,49,47,50,47,48,48,50,46,50,50,49,47,46,50,49,49,46,49,45,47,47,45,46,47,49,48,46
ES706,46,49,49,50,45,49,49,46,46,48,47,46,45,47,45,47,47,46,49,47,45,49,45,47,50,48,45,49,48,48,47,48,48,47,46,45
ES707,50,46,46,49,45,48,47,47,46,47,45,46,45,47,47,47,47,48,50,49,49,50,45,47,45,50,50,47,46,45,47,46,45,48,46,49
ES708,45,49,48,47,49,50,47,50,50,45,47,47,48,48,45,46,47,50,50,50,47,50,49,50,45,45,50,47,45,45,46,48,45,48,45,47
ES709,47,48,48,45,46,49,46,48,45,50,45,50,48,45,50,49,49,47,49,48,47,49,46,48,46,46,46,47,49,49,49,50,46,48,48,46
ESZZZ,49,47,49,46,46,47,48,46,49,45,46,48,46,47,45,49,46,47,48,50,46,45,47,46,48,50,48,50,46,48,47,50,45,46,49,49
FR101,49,50,48,46,47,49,50,49,47,46,47,49,50,47,45,49,47,50,47,48,47,48,49,48,47,45,45,49,45,50,46,50,47,46,47,47
FR102,45,45,46,49,50,46,50,46,47,48,47,48,50,49,47,50,49,47,50,48,50,49,47,45,45,46,48,46,45,50,50,50,48,47,46,45
FR103,46,49,46,45,50,47,49,49,46,46,47,46,49,47,50,45,49,46,47,45,45,50,45,48,46,47,50,48,46,48,45,46,49,46,46,50
FR104,45,49,45,47,47,47,50,49,49,50,45,47,49,48,47,45,45,48,48,49,48,49,50,47,49,48,45,47,50,50,48,48,45,47,48,48
FR105,48,46,49,50,50,46,45,50,45,50,46,47,47,50,45,45,45,48,46,50,45,50,47,48,50,50,47,48,48,45,45,46,45,49,48,49
FR106,45,46,46,49,47,46,45,50,47,50,46,48,46,50,48,46,45,45,45,50,50,47,49,50,49,45,50,47,45,49,48,45,48,48,50,50
FR107,49,46,45,50,45,50,50,47,45,48,50,50,49,47,49,48,47,49,46,46,47,49,45,47,48,46,49,47,46,45,46,46,45,45,48,48
FR108,50,47,46,48,45,46,49,49,45,48,47,48,50,50,50,45,50,47,45,48,48,48,45,45,49,45,48,50,50,46,45,45,48,49,48,47
FR211,46,45,50,45,46,46,48,49,49,47,49,46,50,50,48,49,46,50,48,46,48,47,49,49,47,46,48,47,45,46,46,45,49,48,46,46
FR212,46,45,48,46,47,45,46,50,48,46,45,47,47,46,45,46,45,50,50,46,48,45,50,46,49,49,49,48,50,49,48,48,48,47,50,50
FR213,46,48,47,45,46,49,50,50,47,45,49,47,46,46,45,50,45,50,50,45,46,50,49,49,48,49,46,48,46,49,45,46,49,47,50,45
FR214,46,46,46,46,46,46,50,47,48,48,48,49,46,50,48,49,46,48,46,45,48,49,45,46,50,48,48,47,49,46,47,48,47,47,48,48
FR221,48,45,45,49,46,50,50,46,48,50,47,50,47,48,49,49,49,46,48,46,47,45,48,50,47,45,49,50,50,47,48,49,45,48,48,48
FR222,50,50,49,46,49,47,50,50,47,49,47,49,49,48,48,45,47,49,50,49,49,48,49,45,49,45,48,50,48,45,50,49,45,49,49,46
FR223,45,50,47,47,45,47,49,50,48,49,46,49,47,48,47,45,49,49,50,48,49,48,48,48,48,49,48,49,45,47,50,47,46,47,50,49
FR231,46,50,50,48,45,49,47,47,49,46,49,45,48,49,45,50,49,49,48,45,49,45,46,45,45,49,49,50,45,47,50,50,49,48,48,48
FR232,50,49,45,46,47,45,45,48,45,46,47,46,50,50,49,50,46,50,48,50,48,48,48,48,48,49,49,46,46,50,47,45,50,47,50,47
FR241,49,46,46,49,47,48,50,48,50,48,48,49,46,47,49,48,49,47,45,50,49,48,45,49,45,48,50,48,45,45,46,48,48,47,46,48
FR242,47,48,49,45,49,48,47,49,48,50,45,50,45,49,48,49,48,50,48,45,45,50,49,49,49,47,45,48,48,48,47,45,48,46,50,47
FR243,48,48,48,50,46,50,45,49,50,45,48,50,48,48,50,45,48,48,47,47,46,48,49,50,49,46,46,48,48,46,45,49,50,45,47,47
FR244,49,50,50,49,48,47,48,48,47,49,50,50,47,47,50,47,50,50,47,45,46,50,46,48,49,46,46,45,50,46,49,47,47,47,49,46
FR245,46,49,45,50,49,47,46,47,45,49,48,47,47,49,45,49,46,46,46,46,49,47,46,47,47,46,48,46,45,46,46,47,46,46,49,45
FR246,45,49,48,49,50,46,48,45,46,45,49,46,50,50,50,47,49,47,45,46,45,46,50,45,45,46,46,50,49,45,48,47,48,48,45,49
FR251,45,49,48,47,45,47,48,47,47,49,47,47,47,48,47,46,45,48,48,48,49,49,46,49,45,50,47,47,46,49,46,47,49,49,49,45
FR252,45,46,48,49,50,46,48,47,47,49,48,47,48,48,47,45,45,50,48,48,50,47,50,49,50,49,45,47,46,50,45,45,45,49,46,45
FR253,50,49,49,48,49,47,45,46,45,49,46,47,50,45,47,45,49,45,50,50,46,48,49,48,47,48,47,45,46,49,48,48,47,48,47,49
FR261,49,46,50,50,50,50,46,47,48,50,47,48,50,45,47,46,46,50,47,47,50,48,47,48,46,49,46,45,49,45,48,48,45,46,47,46
FR262,46,48,46,49,48,46,47,48,50,45,45,48,49,49,49,48,48,50,48,49,48,46,46,48,45,50,49,47,45,46,48,45,45,47,47,47
FR263,49,45,47,49,45,50,48,46,47,46,47,49,47,46,48,45,47,49,49,47,45,46,49,49,47,47,45,49,48,47,46,48,47,50,48,50
FR264,45,49,45,47,48,45,46,50,49,48,46,46,47,50,48,50,45,45,49,45,46,48,50,50,50,45,45,49,47,47,50,49,48,45,48,46
FR301,48,50,45,46,47,46,50,47,45,46,49,47,50,45,46,48,48,50,47,45,48,50,49,46,46,48,48,49,47,49,46,48,45,50,46,47
FR302,46,45,49,47,46,49,49,47,45,48,46,47,46,47,47,49,45,46,46,45,50,50,47,48,49,49,49,50,49,48,46,49,45,46,46,46
FR411,49,50,50,46,49,48,50,45,47,47,48,49,46,45,46,50,48,47,46,50,47,48,45,47,45,46,46,47,45,49,48,46,50,47,48,45
FR412,48,46,45,46,48,45,47,49,49,47,49,48,50,45,49,49,45,48,46,50,46,47,47,46,50,50,50,48,46,47,50,47,48,48,49,50
FR413,50,46,50,48,45,49,49,50,48,49,46,50,47,45,45,46,46,45,49,46,50,45,46,50,45,47,49,49,46,45,49,46,47,46,46,50
FR414,47,45,47,45,45,46,47,49,46,47,50,48,49,48,45,50,46,47,45,48,46,47,47,46,45,47,49,50,50,46,47,45,47,49,48,48
FR421,46,45,46,47,50,48,46,45,45,46,47,50,45,48,50,47,49,46,49,50,45,49,48,49,46,48,47,48,49,45,49,46,47,45,46,48
FR422,50,46,48,47,46,47,47,45,49,47,49,48,50,47,45,49,50,49,50,47,48,50,46,45,45,45,47,47,50,47,50,45,46,47,48,46
FR431,46,45,48,45,47,45,48,50,48,48,49,50,49,47,49,47,49,48,48,47,50,45,45,47,48,48,46,48,49,46,46,49,45,49,46,49
FR432,49,46,45,46,45,45,49,50,46,49,50,46,50,50,47,48,48,48,46,50,46,50,47,49,48,47,48,48,49,45,46,45,49,49,45,48
FR433,49,49,45,49,46,47,47,45,45,50,50,49,48,47,47,45,50,45,50,46,47,49,49,49,45,46,50,46,47,45,49,47,49,50,48,50
FR434,50,49,46,49,48,45,47,50,48,46,50,46,48,48,48,48,45,47,50,48,48,46,48,49,45,48,47,47,50,46,47,47,47,49,47,47
FR511,47,46,46,48,49,45,46,47,45,47,48,48,49,46,46,48,47,50,48,46,46,45,49,47,48,49,49,45,48,50,46,47,49,50,49,50
FR512,50,47,47,48,47,47,45,48,50,46,48,45,46,46,49,47,50,46,45,49,45,47,47,49,48,49,45,49,50,47,47,49,46,49,46,47
FR513,45,49,48,47,46,47,46,46,49,45,49,49,46,49,46,46,50,50,50,49,47,48,50,45,50,46,46,47,46,50,50,49,48,49,50,49
FR514,48,50,49,45,45,48,45,47,46,50,47,50,47,49,45,49,50,45,50,48,45,45,46,47,45,46,50,50,45,48,50,46,45,47,45,46
FR515,50,48,49,45,48,46,47,48,47,50,47,46,48,46,49,50,46,50,46,47,48,45,50,49,47,45,50,47,49,46,49,49,48,50,50,45
FR521,50,47,47,47,46,48,50,48,45,50,49,46,47,45,50,46,49,50,45,46,45,46,46,46,46,48,46,47,47,49,48,46,49,50,48,48
FR522,47,50,47,46,50,49,46,46,46,47,50,45,48,50,49,46,49,48,45,47,48,47,49,47,47,50,48,49,46,48,45,50,50,50,48,49
FR523,48,50,50,46,45,47,45,46,49,48,49,50,46,46,47,46,45,48,48,47,47,49,47,46,46,48,46,48,48,45,49,47,47,47,48,49
FR524,47,47,46,49,49,47,49,45,47,49,50,50,47,50,48,50,48,49,49,50,48,47,50,50,48,49,45,45,45,46,46,47,49,47,49,50
FR531,48,50,48,46,49,48,49,49,48,47,48,45,47,47,49,48,45,46,48,45,46,48,45,46,48,47,47,49,50,45,49,47,45,47,50,49
FR532,48,48,50,46,45,49,46,50,47,48,49,48,45,47,46,50,49,47,45,45,46,50,46,48,49,46,45,46,50,47,47,50,49,46,50,48
FR533,49,49,46,46,50,49,47,46,50,48,46,48,50,50,49,45,45,46,49,49,47,49,45,46,46,47,47,50,49,48,48,46,48,48,49,50
FR534,50,50,50,45,48,50,49,45,46,49,49,49,49,50,47,45,47,45,48,45,47,50,49,45,50,45,47,50,49,49,50,46,48,49,45,46
FR611,48,48,50,47,48,50,46,49,45,50,49,49,47,48,48,47,46,49,48,50,47,45,47,49,45,49,46,48,49,46,50,50,46,49,47,47
FR612,46,50,50,50,47,46,48,49,50,50,49,50,48,50,50,46,46,49,49,48,47,46,45,50,49,50,45,50,48,48,45,48,48,48,49,48
FR613,48,49,46,49,45,49,50,45,46,49,50,47,50,49,47,46,46,47,49,46,46,48,47,50,46,46,46,46,49,47,49,45,47,47,50,46
FR614,48,50,45,49,48,45,49,49,50,47,48,46,45,47,50,46,46,47,46,50,45,47,47,47,47,49,49,45,46,50,46,45,45,50,46,47
FR615,45,45,45,46,50,47,49,48,46,46,46,47,49,47,46,47,50,50,48,50,45,47,49,47,47,47,50,45,46,50,49,45,46,48,45,48
FR621,47,46,49,49,50,49,47,50,48,46,45,49,46,50,47,45,45,49,49,46,46,45,49,49,49,47,47,49,50,47,48,47,45,45,49,50
FR622,46,46,47,49,50,46,46,50,48,49,46,47,46,47,47,46,45,46,48,46,46,50,50,48,48,45,49,46,47,45,50,45,49,50,50,45
FR623,48,45,47,49,46,46,47,49,50,45,49,48,50,50,47,47,45,50,47,46,48,45,49,45,49,45,48,45,47,48,49,48,46,47,46,50
FR624,47,49,45,49,50,50,45,50,45,48,47,49,48,45,49,45,47,48,46,50,46,49,46,49,47,45,47,49,46,49,47,50,48,48,50,49
FR625,45,47,48,47,47,47,45,46,47,50,50,49,49,49,45,50,49,46,48,47,47,47,46,48,50,47,48,50,49,50,49,48,45,50,48,46
FR626,48,50,49,46,49,47,49,50,48,50,46,45,48,50,47,46,45,50,50,48,48,50,45,48,46,46,47,48,49,50,46,50,48,49,45,50
FR627,48,49,50,49,45,45,45,49,46,49,46,46,47,48,50,49,46,50,45,45,48,47,45,48,47,47,50,47,47,48,46,47,46,47,48,48
FR628,49,47,48,47,49,50,46,45,45,45,46,47,47,46,49,47,48,49,49,48,50,48,49,47,48,48,49,45,48,50,45,46,48,48,45,47
FR631,50,49,47,50,49,47,49,50,45,48,48,46,49,50,45,50,47,45,47,48,47,50,47,48,49,46,48,50,49,46,48,49,50,49,46,49
FR632,49,45,45,49,46,46,47,48,48,49,46,47,49,50,47,46,47,50,47,49,48,50,48,46,45,48,45,45,46,46,50,47,50,48,45,48
FR633,47,50,47,46,45,50,45,50,49,46,49,50,49,49,47,50,48,48,49,48,50,49,47,47,47,46,45,46,45,49,49,50,46,49,50,46
FR711,46,45,46,50,50,50,45,47,47,47,46,47,46,50,46,45,47,46,48,49,48,47,50,47,50,47,46,46,49,49,49,46,48,46,46,46
FR712,46,49,46,47,49,50,48,46,50,48,49,47,48,48,49,48,46,47,46,47,48,50,50,45,49,49,45,48,49,50,50,45,49,49,50,47
FR713,48,49,48,45,49,50,48,46,49,45,48,45,48,46,49,47,47,45,48,47,48,49,45,46,46,48,48,46,46,50,47,48,45,45,47,45
FR714,46,48,46,48,45,45,46,45,45,45,49,46,46,50,47,45,45,46,48,49,46,50,46,45,49,47,45,47,49,49,50,46,46,50,48,46
FR715,48,48,46,49,49,49,47,48,45,45,50,48,45,46,48,45,48,49,47,46,45,48,49,47,45,47,49,49,47,50,50,47,48,46,49,49
FR716,48,45,48,47,45,45,48,46,50,45,49,45,46,48,49,49,50,46,49,49,48,48,47,50,45,50,45,49,49,49,47,49,46,48,46,46
FR717,48,50,49,48,49,47,45,46,48,50,50,47,48,45,45,47,48,46,46,46,50,48,50,48,49,46,47,49,45,50,49,45,45,48,47,47
FR718,47,50,47,45,48,49,50,47,48,48,46,49,49,48,46,46,47,45,50,46,46,47,49,50,47,48,47,47,46,47,47,47,45,49,45,48
FR721,49,49,47,45,46,46,45,45,47,47,45,50,47,47,45,48,47,46,49,49,50,47,48,50,47,48,50,50,45,49,47,46,50,49,47,49
FR722,47,50,49,47,50,50,49,46,46,45,46,49,48,48,49,45,50,48,47,45,50,50,49,50,46,48,49,47,45,50,45,49,48,49,50,47
FR723,45,45,48,46,46,48,50,49,50,46,46,50,46,49,45,50,47,49,45,50,48,47,50,47,46,49,47,45,49,47,50,49,46,50,48,47
FR724,49,47,45,45,46,47,50,46,45,47,46,46,45,47,49,45,45,48,46,47,50,49,50,48,50,50,46,50,48,46,49,47,48,49,48,50
FR811,46,45,45,49,48,46,48,50,49,48,49,48,47,45,47,48,49,45,48,48,49,50,47,50,47,45,49,48,46,50,45,46,46,50,48,48
FR812,47,48,48,46,46,48,47,46,49,47,48,48,45,45,46,48,49,47,46,48,48,47,46,45,48,49,46,45,46,47,48,49,49,48,45,50
FR813,49,49,46,46,46,47,45,46,46,48,45,48,50,50,46,47,49,50,46,50,46,45,47,46,48,47,50,45,48,47,45,47,47,45,45,47
FR814,47,46,47,47,45,46,48,49,48,48,47,48,48,45,50,48,46,46,49,47,48,50,45,47,50,50,45,48,50,45,49,46,45,45,50,49
FR815,49,46,46,46,46,47,49,48,48,50,47,49,46,49,46,46,45,48,50,47,45,46,45,49,47,50,45,50,45,47,46,49,48,46,48,50
FR821,47,47,47,49,50,45,48,48,45,50,47,49,50,49,49,47,47,48,49,49,48,48,46,46,49,45,47,47,47,50,45,47,46,47,46,49
FR822,48,47,50,47,45,46,45,50,45,50,46,49,50,46,47,47,50,45,50,47,50,46,45,48,49,48,48,46,46,50,45,47,46,46,46,48
FR823,46,48,48,49,48,46,46,47,49,48,48,50,47,50,49,49,45,47,50,46,45,47,50,50,47,50,49,45,46,49,49,49,49,47,46,45
